id_hecho,n_victimas,fecha,franja_hora,tipo_calle,comuna,pos_x,pos_y,participantes,acusado,gravedad,rol,vehiculo_victima,sexo_victima,edad_victima
2019-0006,1,2019-01-23,5,avenida,14.0,-58.41652702,-34.55509606,peaton-auto,auto,fatal,peatón,peatón,femenino,12
2019-0007,1,2019-01-26,19,calle,5.0,-58.42891604,-34.6107166,moto-auto,auto,fatal,conductor,moto,masculino,35
2019-0008,1,2019-01-30,22,gral paz,8.0,-58.47802293,-34.69156793,multiple,multiple,fatal,conductor,moto,masculino,42
2019-0009,1,2019-01-31,14,avenida,1.0,-58.37564821,-34.62200207,moto-auto,auto,fatal,conductor,moto,masculino,34
2019-0010,2,2019-02-02,7,avenida,14.0,-58.42668489,-34.56961468,peaton-auto,auto,fatal,peatón,peatón,masculino,
2019-0010,2,2019-02-02,7,avenida,14.0,-58.42668489,-34.56961468,peaton-auto,auto,fatal,peatón,peatón,masculino,59
2019-0011,1,2019-02-10,1,gral paz,9.0,-58.5183993,-34.66252488,peaton-auto,auto,fatal,peatón,peatón,masculino,
2019-0012,1,2019-02-17,3,avenida,8.0,-58.48432691,-34.67665828,moto-auto,auto,fatal,conductor,moto,masculino,31
2019-0013,1,2019-02-20,7,calle,7.0,-58.4338383,-34.64457699,peaton-auto,auto,fatal,peatón,peatón,masculino,39
2019-0014,1,2019-02-20,17,calle,11.0,-58.51664939,-34.58657938,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,69
2019-0015,1,2019-02-23,6,avenida,11.0,-58.49613012,-34.59703502,auto-objeto fijo,objeto fijo,fatal,conductor,auto,masculino,21
2019-0016,1,2019-02-24,2,calle,4.0,-58.38313603,-34.63356284,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,40
2019-0017,1,2019-03-03,7,calle,3.0,-58.39914719,-34.61632317,auto-pasajeros,pasajeros,fatal,conductor,auto,masculino,22
2019-0018,1,2019-03-03,23,autopista,13.0,-58.44927253,-34.54048625,peaton-auto,auto,fatal,peatón,peatón,femenino,29
2019-0019,1,2019-03-06,12,avenida,13.0,-58.45049163,-34.55374003,moto-auto,auto,fatal,conductor,moto,masculino,
2019-0020,1,2019-03-07,21,avenida,5.0,-58.41288952,-34.63572989,moto-auto,auto,fatal,conductor,moto,masculino,43
2019-0021,1,2019-03-15,22,avenida,7.0,-58.45743597,-34.62561234,moto-auto,auto,fatal,conductor,moto,masculino,23
2019-0022,1,2019-03-15,0,avenida,1.0,-58.39123782,-34.62352245,auto-sd,,fatal,pasajero,auto,masculino,
2019-0023,1,2019-03-16,8,gral paz,9.0,-58.52922765,-34.63637963,auto-objeto fijo,objeto fijo,fatal,conductor,auto,masculino,34
2019-0024,1,2019-03-19,7,avenida,1.0,-58.37208118,-34.58541957,moto-cargas,cargas,fatal,conductor,moto,masculino,32
2019-0025,1,2019-03-22,13,calle,5.0,-58.41458534,-34.60937557,peaton-auto,auto,fatal,peatón,peatón,masculino,27
2019-0026,1,2019-03-28,7,avenida,8.0,-58.47976785,-34.69153196,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,
2019-0027,1,2019-03-28,11,avenida,2.0,-58.39990285,-34.59511714,multiple,multiple,fatal,ciclista,bicicleta,masculino,37
2019-0028,1,2019-04-06,9,avenida,11.0,-58.46051346,-34.60588536,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,
2019-0029,1,2019-04-07,10,avenida,8.0,-58.47976785,-34.69153196,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,27
2019-0030,1,2019-04-09,16,calle,7.0,-58.45457546,-34.62447891,moto-cargas,cargas,fatal,conductor,moto,masculino,25
2019-0031,1,2019-04-12,19,avenida,1.0,-58.36951669,-34.59832047,bicicleta-cargas,cargas,fatal,ciclista,bicicleta,masculino,20
2019-0032,1,2019-04-16,11,avenida,11.0,-58.46415322,-34.6044379,peaton-auto,auto,fatal,peatón,peatón,femenino,83
2019-0033,1,2019-04-18,1,autopista,1.0,-58.36607137,-34.62150748,moto-sd,,fatal,conductor,moto,masculino,25
2019-0034,1,2019-04-21,9,avenida,7.0,-58.45537373,-34.65093074,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,
2019-0035,1,2019-04-23,14,calle,1.0,-58.37942637,-34.60053054,peaton-bicicleta,bicicleta,fatal,peatón,peatón,femenino,75
2019-0036,1,2019-04-26,22,calle,6.0,-58.4368044,-34.62147504,moto-auto,auto,fatal,conductor,moto,masculino,34
2019-0037,1,2019-05-01,23,avenida,3.0,-58.40778291,-34.61971907,moto-auto,auto,fatal,conductor,moto,masculino,17
2019-0038,1,2019-05-04,14,avenida,13.0,-58.45212523,-34.54628513,peaton-moto,moto,fatal,peatón,peatón,femenino,42
2019-0039,1,2019-05-09,3,avenida,7.0,-58.46749188,-34.63551751,moto-auto,auto,fatal,conductor,moto,masculino,28
2019-0040,1,2019-05-09,12,calle,7.0,-58.4426358,-34.63679732,moto-sd,,fatal,conductor,moto,masculino,44
2019-0041,1,2019-05-11,20,avenida,9.0,-58.51140289,-34.65846419,multiple,multiple,fatal,pasajero,auto,femenino,78
2019-0042,1,2019-05-14,15,calle,1.0,-58.38211431,-34.62465368,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,39
2019-0043,1,2019-05-21,9,avenida,1.0,-58.36951669,-34.59832047,bicicleta-cargas,cargas,fatal,ciclista,bicicleta,femenino,
2019-0044,1,2019-05-27,12,avenida,5.0,-58.41635217,-34.62036547,peaton-moto,moto,fatal,peatón,peatón,femenino,77
2019-0045,1,2019-06-03,7,avenida,14.0,-58.41316147,-34.57579669,moto-cargas,cargas,fatal,conductor,moto,masculino,33
2019-0046,1,2019-06-04,9,gral paz,13.0,-58.47617802,-34.53825652,moto-auto,auto,fatal,pasajero,moto,femenino,26
2019-0047,1,2019-06-06,10,avenida,4.0,-58.38641783,-34.63330028,peaton-cargas,cargas,fatal,peatón,peatón,masculino,76
2019-0048,1,2019-06-07,7,avenida,6.0,-58.45322169,-34.62038137,moto-cargas,cargas,fatal,conductor,moto,masculino,32
2019-0049,1,2019-06-08,9,calle,13.0,-58.45849057,-34.56166498,peaton-cargas,cargas,fatal,peatón,peatón,femenino,72
2019-0050,1,2019-06-08,23,avenida,14.0,-58.41829559,-34.59411677,moto-cargas,cargas,fatal,conductor,moto,masculino,21
2019-0051,1,2019-06-11,10,calle,4.0,-58.36376488,-34.63832093,moto-auto,auto,fatal,conductor,moto,masculino,41
2019-0053,1,2019-06-14,17,avenida,8.0,-58.46442668,-34.66004784,auto-auto,auto,fatal,pasajero,auto,masculino,49
2019-0054,1,2019-06-20,3,calle,15.0,-58.48222035,-34.58428769,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,21
2019-0055,1,2019-06-20,19,avenida,1.0,-58.36819005,-34.60283208,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,47
2019-0056,1,2019-06-29,17,avenida,7.0,-58.45877601,-34.62330939,peaton-auto,auto,fatal,peatón,peatón,femenino,75
2019-0057,1,2019-07-05,19,calle,13.0,-58.44196498,-34.55760517,peaton-auto,auto,fatal,peatón,peatón,femenino,63
2019-0058,1,2019-07-10,9,autopista,10.0,-58.50622631,-34.63627822,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,39
2019-0059,1,2019-07-13,22,calle,1.0,-58.3841088,-34.63099197,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,30
2019-0060,1,2019-07-17,11,avenida,10.0,-58.48100602,-34.63504312,peaton-auto,auto,fatal,peatón,peatón,femenino,78
2019-0061,1,2019-07-17,18,calle,13.0,-58.45200171,-34.5578132,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,58
2019-0062,1,2019-08-01,23,avenida,13.0,-58.44462132,-34.56201105,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,60
2019-0063,1,2019-08-04,1,avenida,15.0,-58.45220688,-34.58711712,moto-pasajeros,pasajeros,fatal,pasajero,moto,masculino,
2019-0064,1,2019-08-06,3,avenida,7.0,-58.4596221,-34.6224514,moto-auto,auto,fatal,conductor,moto,masculino,20
2019-0065,1,2019-08-08,16,calle,4.0,-58.4197085,-34.65414867,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,55
2019-0066,1,2019-08-11,21,avenida,7.0,-58.44187596,-34.64938031,peaton-auto,auto,fatal,peatón,peatón,masculino,40
2019-0067,1,2019-08-14,15,calle,10.0,-58.49101637,-34.64276621,moto-cargas,cargas,fatal,conductor,moto,masculino,35
2019-0068,1,2019-08-14,17,avenida,8.0,-58.42493829,-34.66256502,moto-moto,moto,fatal,conductor,moto,masculino,53
2019-0069,1,2019-08-17,5,avenida,4.0,-58.40489318,-34.62930162,moto-auto,auto,fatal,conductor,moto,masculino,43
2019-0070,1,2019-08-22,12,avenida,14.0,-58.4268668,-34.59217875,moto-bicicleta,bicicleta,fatal,conductor,moto,masculino,25
2019-0071,1,2019-08-27,11,avenida,9.0,-58.479611,-34.65620398,peaton-cargas,cargas,fatal,peatón,peatón,masculino,
2019-0072,1,2019-08-28,6,avenida,10.0,-58.47439934,-34.63524207,auto-auto,auto,fatal,conductor,auto,masculino,22
2019-0073,1,2019-08-29,1,avenida,15.0,-58.46711912,-34.57926018,auto-objeto fijo,objeto fijo,fatal,conductor,auto,masculino,29
2019-0074,1,2019-08-29,9,autopista,13.0,-58.46514781,-34.53465378,moto-cargas,cargas,fatal,conductor,moto,masculino,35
2019-0075,1,2019-08-30,23,calle,4.0,-58.37571078,-34.65584079,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,31
2019-0076,1,2019-09-05,18,autopista,4.0,-58.37157668,-34.65429986,moto-cargas,cargas,fatal,conductor,moto,femenino,29
2019-0077,1,2019-09-08,3,avenida,14.0,-58.39811256,-34.58070186,peaton-auto,auto,fatal,peatón,peatón,femenino,28
2019-0078,1,2019-09-12,8,avenida,4.0,-58.41125934,-34.6541774,peaton-cargas,cargas,fatal,peatón,peatón,femenino,72
2019-0079,1,2019-09-17,5,calle,5.0,-58.41822901,-34.61866836,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,57
2019-0080,1,2019-09-17,18,gral paz,13.0,-58.47617802,-34.53825652,peaton-moto,moto,fatal,peatón,peatón,masculino,76
2019-0081,1,2019-09-23,16,avenida,15.0,-58.46141281,-34.58623761,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,67
2019-0082,1,2019-09-25,7,avenida,8.0,-58.42985146,-34.6611974,bicicleta-cargas,cargas,fatal,ciclista,bicicleta,masculino,47
2019-0083,1,2019-09-26,8,calle,9.0,-58.48457413,-34.6583909,auto-auto,auto,fatal,conductor,auto,masculino,73
2019-0084,1,2019-09-27,11,calle,7.0,-58.46572884,-34.63628186,bicicleta-cargas,cargas,fatal,ciclista,bicicleta,femenino,40
2019-0085,1,2019-10-09,22,calle,10.0,-58.49261744,-34.6341913,bicicleta-tren,tren,fatal,ciclista,bicicleta,masculino,20
2019-0086,1,2019-10-15,14,avenida,15.0,-58.45283186,-34.5884156,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,29
2019-0087,1,2019-10-21,21,avenida,12.0,-58.47973681,-34.57418656,moto-moto,moto,fatal,conductor,moto,masculino,41
2019-0088,1,2019-10-22,20,avenida,4.0,-58.40623949,-34.65076549,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,27
2019-0089,1,2019-10-23,15,avenida,4.0,-58.36244648,-34.63107887,peaton-cargas,cargas,fatal,peatón,peatón,femenino,92
2019-0090,1,2019-10-24,18,avenida,9.0,-58.49962423,-34.64868027,peaton-moto,moto,fatal,peatón,peatón,masculino,67
2019-0091,1,2019-11-01,20,avenida,15.0,-58.44551437,-34.59559816,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,35
2019-0092,1,2019-11-03,10,calle,4.0,-58.35608181,-34.63420319,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,37
2019-0093,1,2019-11-13,11,avenida,11.0,-58.46483679,-34.60907662,bicicleta-otro,otro,fatal,ciclista,bicicleta,masculino,16
2019-0094,1,2019-11-18,14,calle,15.0,-58.44368628,-34.59724326,moto-otro,otro,fatal,pasajero,moto,femenino,
2019-0095,1,2019-11-20,15,autopista,1.0,-58.37864583,-34.62907067,moto-cargas,cargas,fatal,conductor,moto,masculino,
2019-0096,1,2019-11-22,19,avenida,1.0,-58.37560352,-34.62726382,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,73
2019-0097,1,2019-11-25,8,autopista,9.0,-58.47721439,-34.64815069,multiple,multiple,fatal,pasajero,moto,femenino,23
2019-0098,1,2019-11-25,14,avenida,15.0,-58.45134029,-34.58984288,pasajeros-pasajeros,pasajeros,fatal,pasajero,pasajeros,femenino,61
2019-0100,1,2019-12-05,17,avenida,12.0,-58.49040794,-34.58368803,moto-auto,auto,fatal,conductor,moto,masculino,38
2019-0101,1,2019-12-17,4,avenida,4.0,-58.42102679,-34.64991178,moto-moto,moto,fatal,conductor,moto,masculino,25
2019-0102,1,2019-12-17,14,calle,9.0,-58.52219407,-34.64143926,moto-auto,auto,fatal,conductor,moto,masculino,18
2019-0103,1,2019-12-18,,gral paz,11.0,-58.52169422,-34.5947164,moto-moto,moto,fatal,conductor,moto,masculino,24
2019-0104,1,2019-12-21,4,avenida,10.0,-58.47460416,-34.63206174,moto-auto,auto,fatal,pasajero,moto,femenino,23
2019-0105,1,2019-05-05,11,avenida,10.0,-58.50512382,-34.61520391,peaton-auto,auto,fatal,peatón,peatón,femenino,82
2020-0001,1,2020-01-04,10,calle,15.0,-58.43910409,-34.59213355,peaton-auto,auto,fatal,peatón,peatón,femenino,87
2020-0002,1,2020-01-05,20,avenida,7.0,-58.45019436,-34.64646409,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,36
2020-0003,1,2020-01-11,6,avenida,3.0,-58.39337644,-34.60927582,peaton-auto,auto,fatal,peatón,peatón,masculino,44
2020-0004,1,2020-01-14,21,avenida,1.0,-58.39055614,-34.60919284,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,82
2020-0005,1,2020-01-14,6,avenida,3.0,-58.41036975,-34.62477021,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,25
2020-0006,1,2020-01-20,12,avenida,8.0,-58.44925765,-34.65412546,moto-cargas,cargas,fatal,conductor,moto,masculino,23
2020-0007,1,2020-01-27,0,calle,1.0,-58.3815685,-34.61648696,peaton-moto,moto,fatal,peatón,peatón,masculino,52
2020-0008,1,2020-01-30,7,avenida,2.0,-58.40662899,-34.59804521,moto-cargas,cargas,fatal,conductor,moto,masculino,49
2020-0009,1,2020-02-04,14,calle,5.0,-58.41985649,-34.6060085,peaton-auto,auto,fatal,peatón,peatón,masculino,48
2020-0010,1,2020-02-08,5,avenida,1.0,-58.38099833,-34.62214953,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,
2020-0011,1,2020-02-12,11,calle,5.0,-58.41803309,-34.61823178,moto-cargas,cargas,fatal,conductor,moto,masculino,31
2020-0012,1,2020-02-18,21,calle,3.0,-58.40604003,-34.61783553,peaton-moto,moto,fatal,peatón,peatón,femenino,66
2020-0013,1,2020-02-20,12,avenida,15.0,-58.47549929,-34.57994061,peaton-moto,moto,fatal,peatón,peatón,femenino,58
2020-0014,1,2020-02-27,2,calle,11.0,-58.51398484,-34.61600366,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,
2020-0015,1,2020-02-28,14,avenida,1.0,-58.36797542,-34.62519403,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,29
2020-0016,1,2020-02-29,13,avenida,1.0,-58.37133616,-34.59879316,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,68
2020-0017,1,2020-03-05,23,avenida,3.0,-58.39613805,-34.61413568,peaton-auto,auto,fatal,peatón,peatón,masculino,
2020-0018,1,2020-03-09,14,avenida,13.0,-58.44903073,-34.54200276,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,31
2020-0019,1,2020-03-10,21,calle,5.0,-58.41972364,-34.6284667,peaton-auto,auto,fatal,peatón,peatón,femenino,80
2020-0020,1,2020-03-13,17,avenida,3.0,-58.40571596,-34.60557123,peaton-moto,moto,fatal,peatón,peatón,femenino,74
2020-0021,1,2020-03-14,16,calle,2.0,-58.4145159,-34.59488319,peaton-auto,auto,fatal,peatón,peatón,femenino,87
2020-0022,1,2020-04-07,6,autopista,9.0,-58.47297505,-34.66245085,auto-cargas,cargas,fatal,pasajero,auto,masculino,44
2020-0023,1,2020-04-09,18,avenida,4.0,-58.35791192,-34.63695178,auto-cargas,cargas,fatal,conductor,auto,masculino,44
2020-0024,1,2020-04-24,7,calle,9.0,-58.50801713,-34.65177305,auto-auto,auto,fatal,conductor,auto,masculino,53
2020-0025,1,2020-05-12,5,avenida,3.0,-58.40258477,-34.60975108,peaton-auto,auto,fatal,peatón,peatón,masculino,
2020-0026,1,2020-05-17,6,autopista,14.0,,,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,28
2020-0027,1,2020-05-18,8,avenida,8.0,-58.48267426,-34.68454456,peaton-cargas,cargas,fatal,peatón,peatón,masculino,76
2020-0028,1,2020-05-19,10,avenida,15.0,-58.44248936,-34.60221948,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,91
2020-0029,1,2020-06-10,14,gral paz,9.0,-58.52909134,-34.63886726,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,80
2020-0030,1,2020-06-16,15,avenida,6.0,-58.45158942,-34.6064658,multiple,multiple,fatal,conductor,moto,masculino,40
2020-0031,1,2020-06-30,8,avenida,9.0,-58.49344309,-34.65788529,moto-cargas,cargas,fatal,conductor,moto,masculino,29
2020-0032,1,2020-07-10,23,avenida,15.0,-58.44259166,-34.59635137,moto-auto,auto,fatal,conductor,moto,masculino,21
2020-0033,1,2020-07-19,6,gral paz,13.0,-58.46743471,-34.53476874,auto-objeto fijo,objeto fijo,fatal,conductor,auto,masculino,32
2020-0034,1,2020-08-02,3,calle,3.0,-58.41178158,-34.60922259,peaton-auto,auto,fatal,peatón,peatón,femenino,
2020-0035,1,2020-08-04,5,autopista,7.0,-58.45068621,-34.63638927,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,40
2020-0036,1,2020-08-07,18,avenida,14.0,-58.42016954,-34.5877879,peaton-moto,moto,fatal,peatón,peatón,masculino,72
2020-0037,1,2020-08-29,4,avenida,8.0,-58.43850413,-34.65554754,peaton-auto,auto,fatal,peatón,peatón,masculino,38
2020-0038,2,2020-08-30,4,avenida,14.0,-58.40617526,-34.58345898,auto-auto,auto,fatal,conductor,auto,masculino,46
2020-0038,2,2020-08-30,4,avenida,14.0,-58.40617526,-34.58345898,auto-auto,auto,fatal,conductor,auto,masculino,64
2020-0039,1,2020-09-01,19,calle,9.0,,,peaton-cargas,cargas,fatal,peatón,peatón,masculino,44
2020-0040,1,2020-09-12,3,avenida,2.0,-58.38526125,-34.5780581,auto-objeto fijo,objeto fijo,fatal,conductor,auto,masculino,
2020-0041,1,2020-09-28,1,avenida,7.0,-58.4475047,-34.63491705,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,34
2020-0042,1,2020-09-29,17,avenida,8.0,-58.46745752,-34.68192648,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,53
2020-0043,1,2020-09-30,17,avenida,1.0,-58.37202621,-34.59717942,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,64
2020-0044,1,2020-10-05,0,avenida,6.0,-58.42779702,-34.62207347,auto-auto,auto,fatal,conductor,auto,masculino,43
2020-0045,1,2020-10-19,3,gral paz,8.0,-58.46244952,-34.70524971,auto-cargas,cargas,fatal,conductor,auto,masculino,50
2020-0046,1,2020-10-27,21,avenida,11.0,-58.4844016,-34.60776782,moto-moto,moto,fatal,conductor,moto,masculino,41
2020-0047,1,2020-10-27,14,autopista,9.0,-58.46668375,-34.65174801,peaton-cargas,cargas,fatal,peatón,peatón,masculino,15
2020-0048,1,2020-10-29,20,avenida,15.0,-58.4495878,-34.59322448,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,41
2020-0049,1,2020-10-30,20,avenida,1.0,-58.37533517,-34.59276462,peaton-auto,auto,fatal,peatón,peatón,masculino,36
2020-0050,1,2020-11-01,22,avenida,14.0,-58.42525456,-34.57866344,peaton-moto,moto,fatal,peatón,peatón,femenino,28
2020-0051,1,2020-11-05,0,avenida,10.0,-58.48493828,-34.62981124,moto-auto,auto,fatal,conductor,moto,masculino,49
2020-0052,1,2020-11-07,6,avenida,3.0,-58.40480504,-34.60183884,bicicleta-cargas,cargas,fatal,ciclista,bicicleta,masculino,44
2020-0053,1,2020-11-09,3,avenida,4.0,-58.41125934,-34.6541774,auto-auto,auto,fatal,pasajero,auto,masculino,27
2020-0054,1,2020-11-19,9,calle,4.0,-58.39956546,-34.6297708,bicicleta-auto,auto,fatal,ciclista,bicicleta,masculino,59
2020-0055,1,2020-11-19,12,avenida,12.0,-58.49005682,-34.5786897,peaton-cargas,cargas,fatal,peatón,peatón,masculino,91
2020-0056,1,2020-11-21,13,gral paz,8.0,-58.47064556,-34.69843756,moto-cargas,cargas,fatal,conductor,moto,femenino,34
2020-0057,1,2020-11-23,7,avenida,11.0,-58.4750156,-34.61945902,peaton-auto,auto,fatal,peatón,peatón,masculino,84
2020-0058,1,2020-11-24,16,avenida,10.0,-58.48727942,-34.63652467,peaton-auto,auto,fatal,peatón,peatón,masculino,57
2020-0059,1,2020-12-01,6,calle,1.0,-58.3795169,-34.62794241,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,49
2020-0060,1,2020-12-03,20,avenida,9.0,-58.47750832,-34.65672199,peaton-moto,moto,fatal,peatón,peatón,femenino,69
2020-0061,1,2020-12-03,14,autopista,13.0,-58.44927253,-34.54048625,moto-cargas,cargas,fatal,conductor,moto,masculino,45
2020-0062,1,2020-12-04,17,calle,3.0,-58.39246272,-34.61253541,bicicleta-pasajeros,pasajeros,fatal,ciclista,bicicleta,masculino,47
2020-0063,2,2020-12-05,7,calle,11.0,-58.52783814,-34.61047001,peaton_moto-moto,moto,fatal,peatón,peatón,masculino,38
2020-0063,2,2020-12-05,7,calle,11.0,-58.52783814,-34.61047001,peaton_moto-moto,moto,fatal,pasajero,moto,masculino,21
2020-0065,1,2020-12-05,16,gral paz,12.0,-58.49332664,-34.54836855,moto-auto,auto,fatal,conductor,moto,masculino,24
2020-0066,1,2020-12-07,4,autopista,10.0,-58.50178784,-34.63593897,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,27
2020-0067,1,2020-12-11,22,avenida,4.0,-58.41657793,-34.65476216,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,51
2020-0068,1,2020-12-12,20,avenida,2.0,-58.39731474,-34.58307887,moto-auto,auto,fatal,conductor,moto,masculino,71
2020-0069,1,2020-12-15,5,avenida,1.0,-58.38746381,-34.61790839,moto-pasajeros,pasajeros,fatal,pasajero,moto,masculino,25
2020-0070,1,2020-12-17,15,avenida,2.0,-58.39189441,-34.59176378,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,81
2020-0071,1,2020-12-17,23,avenida,7.0,-58.46749188,-34.63551751,peaton-auto,auto,fatal,peatón,peatón,masculino,4
2020-0072,1,2020-12-19,3,avenida,3.0,-58.40280471,-34.62113271,bicicleta-auto,auto,fatal,ciclista,bicicleta,masculino,42
2020-0073,1,2020-12-20,7,avenida,8.0,-58.44451316,-34.68475866,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,56
2020-0074,1,2020-12-20,21,avenida,7.0,-58.47110424,-34.62742408,auto-auto,auto,fatal,conductor,auto,masculino,39
2020-0075,1,2020-12-23,14,avenida,1.0,-58.38220928,-34.60373898,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,23
2020-0076,1,2020-12-24,12,avenida,10.0,-58.49794468,-34.61565025,auto-pasajeros,pasajeros,fatal,conductor,auto,femenino,78
2020-0077,2,2020-12-25,6,avenida,15.0,-58.47220945,-34.60111373,moto-auto,auto,fatal,conductor,moto,femenino,30
2020-0077,2,2020-12-25,6,avenida,15.0,-58.47220945,-34.60111373,moto-auto,auto,fatal,pasajero,moto,femenino,24
2020-0078,1,2020-12-25,5,calle,7.0,-58.43706741,-34.63217813,bicicleta-pasajeros,pasajeros,fatal,ciclista,bicicleta,masculino,26
2020-0079,1,2020-12-27,4,gral paz,12.0,-58.49332664,-34.54836855,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,28
2021-0001,1,2021-01-06,18,autopista,1.0,-58.37960727,-34.62622851,moto-auto,auto,fatal,conductor,moto,masculino,36
2021-0002,1,2021-01-07,10,avenida,9.0,-58.51061062,-34.64972472,moto-cargas,cargas,fatal,conductor,moto,femenino,47
2021-0003,1,2021-01-10,7,autopista,7.0,-58.43052224,-34.62941648,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,27
2021-0004,1,2021-01-11,9,avenida,5.0,-58.41455544,-34.63866836,peaton-cargas,cargas,fatal,peatón,peatón,femenino,61
2021-0005,1,2021-01-11,21,avenida,9.0,-58.46774439,-34.64730145,peaton-auto,auto,fatal,peatón,peatón,masculino,73
2021-0006,1,2021-01-12,21,autopista,14.0,-58.40786274,-34.56726817,moto-cargas,cargas,fatal,pasajero,moto,femenino,23
2021-0007,1,2021-01-18,10,avenida,15.0,-58.48744301,-34.58622275,moto-moto,moto,fatal,conductor,moto,masculino,84
2021-0008,1,2021-01-22,23,avenida,4.0,-58.41657793,-34.65476216,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,28
2021-0009,1,2021-01-23,5,avenida,6.0,-58.45351111,-34.61134937,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,31
2021-0010,1,2021-01-23,8,gral paz,12.0,-58.5007381,-34.5497951,moto-auto,auto,fatal,conductor,moto,masculino,28
2021-0011,1,2021-01-27,1,avenida,2.0,-58.39144148,-34.59564871,peaton-auto,auto,fatal,peatón,peatón,masculino,21
2021-0012,1,2021-01-29,20,autopista,8.0,-58.48191128,-34.68385968,peaton-auto,auto,fatal,peatón,peatón,masculino,
2021-0013,1,2021-01-31,6,avenida,10.0,-58.48727942,-34.63652467,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,41
2021-0014,1,2021-02-02,0,avenida,15.0,-58.48328708,-34.59779521,peaton-auto,auto,fatal,peatón,peatón,masculino,28
2021-0015,1,2021-02-06,3,avenida,15.0,-58.49018543,-34.5972499,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,26
2021-0016,1,2021-02-14,5,avenida,8.0,-58.47230127,-34.68482689,auto-objeto fijo,objeto fijo,fatal,conductor,auto,masculino,22
2021-0017,1,2021-02-17,4,avenida,1.0,-58.38262614,-34.63168269,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,33
2021-0018,1,2021-02-20,19,calle,3.0,-58.41047268,-34.60793518,peaton-auto,auto,fatal,peatón,peatón,masculino,36
2021-0019,1,2021-02-21,1,avenida,12.0,-58.49659234,-34.56353635,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,30
2021-0020,1,2021-02-21,15,calle,5.0,-58.42462955,-34.60727189,peaton-cargas,cargas,fatal,peatón,peatón,femenino,
2021-0021,1,2021-02-26,5,calle,3.0,-58.41168345,-34.61185625,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,39
2021-0022,1,2021-02-28,12,avenida,13.0,-58.45157681,-34.55217303,pasajeros-sd,,fatal,pasajero,pasajeros,masculino,68
2021-0023,1,2021-03-01,9,autopista,4.0,,,moto-cargas,cargas,fatal,conductor,moto,masculino,24
